URL,EXTRACTED VALUE
"/media/Dados/bases/SWDE/job/job-hotjobs/0982.htm","Canoga Park, CA; Northridge, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1115.htm","Tustin, CA; Costa Mesa, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1198.htm","San Francisco, CA; South San Francisco, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0999.htm","Columbus, OH; Cleveland, OH"
"/media/Dados/bases/SWDE/job/job-hotjobs/1102.htm","Arlington, VA; Washington, DC"
"/media/Dados/bases/SWDE/job/job-hotjobs/1096.htm","Santa Clara, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1167.htm","Brockton, MA; Canton, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1067.htm","Washington, DC; Arlington, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1544.htm","Orem, UT; Provo, UT"
"/media/Dados/bases/SWDE/job/job-hotjobs/1181.htm","Boston, MA; Cambridge, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1449.htm","Columbus, OH; Cincinnati, OH"
"/media/Dados/bases/SWDE/job/job-hotjobs/1735.htm","Taunton, MA; Middleboro, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1455.htm","Roswell, GA; Sandy Springs, GA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1354.htm","Reston, VA; McLean, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1747.htm","New York, NY; Chicago, IL"
"/media/Dados/bases/SWDE/job/job-hotjobs/1099.htm","washington, DC; Alexandria, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1755.htm","Foxborough, MA; Providence, RI"
"/media/Dados/bases/SWDE/job/job-hotjobs/1554.htm","Sunnyvale, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1394.htm","Chicago, IL; Boston, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1359.htm","Oklahoma City, OK; Norman, OK"
"/media/Dados/bases/SWDE/job/job-hotjobs/0937.htm","Fort Belvoir, VA; Mount Vernon, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0908.htm","Irvine, CA; Newport Beach, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1719.htm","Boston, MA; Woburn, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1089.htm","Los Angeles, CA; Portland, OR"
"/media/Dados/bases/SWDE/job/job-hotjobs/1767.htm","San Francisco, CA; Oakland, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1276.htm","San Jose, CA; San Francisco, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1837.htm","New York , NY; Newark, NJ"
"/media/Dados/bases/SWDE/job/job-hotjobs/1348.htm","reston, VA; Arlington, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1363.htm","Manhattan, NY; New York City, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1817.htm","Brooklyn, NY; Long Island City, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1375.htm","Pleasanton, CA; Livermore, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1074.htm","Culver City, CA; Redondo Beach, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1378.htm","Oakton, VA; Herndon, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1572.htm","Waterbury, CT; New Haven, CT"
"/media/Dados/bases/SWDE/job/job-hotjobs/0953.htm","Los Angeles , CA; Torrance, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1769.htm","Pasadena, CA; Burbank, CA"
